text,sentiment,confidence,source
"A. J. Perry, S.  P. Griffin, Thomas Eckles, C. C. McCarthy, Dr. D. T.  Brown, L. P. King, D. A. Ellsworth, O. U. Babcock, Dr.  R. D. Webb, J. G. Roberts, W. T. Eckles, Harry Ellison,  Rev.",POSITIVE,0.9961,Harrison
"T. Hood, and M. Crowberger.",POSITIVE,0.9959,Harrison
"On behalf of the school  children a little girl climbed the steps and presented the  Chief Magistrate with an armful of beautiful bouquets, for  which she received a hearty kiss.",POSITIVE,0.993,Harrison
"Governor Humphrey introduced the President, who  spoke as follows: My Fellow-citizens—This brief stop forbids that I should say anything  more than thank you and to extend to you all my most friendly  greeting.",NEGATIVE,0.9874,Harrison
"The sky is overcast, but in this assemblage of your  school children, with flags and flowers, and in this gathering of  the sturdy men who have made Kansas great among States, there  are suggestions that spread a sky of beauty and hope above our  country and its destiny.",POSITIVE,0.9984,Harrison
It gives me great pleasure to make this  first visit to Kansas.,POSITIVE,0.9965,Harrison
It gives me great pleasure to see both at  Atchison and here the interest which the presence of these children  shows you take in public education.,POSITIVE,0.9957,Harrison
There are many here who[264]in their early days experienced the hardships and privations of  pioneer life.,POSITIVE,0.9266,Harrison
"The avenues of learning were shut against them, but  it is much to their credit that what they lacked in early life, the  impediments which have burdened their careers, they have bravely  resolved shall not burden their children.",POSITIVE,0.9908,Harrison
"I thank you again for  this pleasant reception, and I bid you good-by, as we proceed on  our journey.",POSITIVE,0.9804,Harrison
"AtValley Falls, Kan., another large crowd was assembled.",POSITIVE,0.9923,Harrison
The President was welcomed by Mayor A.,POSITIVE,0.9767,Harrison
"D. Kendall,  Dr. A. M. Cowan, R. H. Crosby, M. M. Maxwell, Dr.  Frank Swallow, Mrs. J. H. Murry, Miss L. M. Ring, and  other prominent residents.",POSITIVE,0.998,Harrison
"Mrs. Dr. Cowan, on behalf of  the ladies, presented General Harrison with a basket of  flowers.",POSITIVE,0.9913,Harrison
In response to the enthusiastic greetings the President  said: My Friends—I thank you sincerely for this cordial reception.,POSITIVE,0.9586,Harrison
"I  will not attempt any speech further than to say that this greeting  puts me, if possible, under still stronger obligations in every official  duty that devolves upon me to consult the interests of the people  and do that which seems to be most promotive of public good.",POSITIVE,0.557,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"Thehistoric city of Lawrence was reached at 4:40  o'clock, where the cheers of an immense multitude, including  a battalion from Haskell Institute, welcomed the President.",POSITIVE,0.9986,Harrison
"The Reception Committee consisted of Mayor A.  Henley, George Innis, W. H. Whitney, Gov.",POSITIVE,0.9944,Harrison
Chas.,POSITIVE,0.9983,Harrison
"Robinson,  Gen. J. N. Roberts, and E. F. Goodrich.",POSITIVE,0.9993,Harrison
"The veterans  of Washington Post, G. A. R., Gen. H. S. Hall, Commander,  were present in a body.",NEGATIVE,0.6796,Harrison
"Mayor Henley, in the name of the city, welcomed the  President, who, responding, said: My Friends—I am sure you are kind, and the greatest kindness  you can do me is not to ask me to attempt to speak again so recently  after attempting at Topeka to talk to all the rest of the people  in Kansas [laughter] who are not here.",POSITIVE,0.5124,Harrison
I supposed until the  train pulled into this city that the entire citizenship of the State  was in the immense crowd congregated at Topeka to-day.,POSITIVE,0.9738,Harrison
"My  voice was so strained in attempting to speak there that I will only  say to you that it gives me great pleasure to see you and to speak  to you, even for a moment, at this hospitable town.",POSITIVE,0.9379,Harrison
All the inspiration  connected with the story of the early history of Kansas  clusters around the city of Lawrence.,POSITIVE,0.9943,Harrison
I am sure you will find in that  story inspiration and suggestion that will keep the cause of liberty  ever near to your hearts.,POSITIVE,0.9958,Harrison
[Great applause.],POSITIVE,0.998,Harrison
"Thepresidential party reached Kansas City at 5:30P.M.Friday, where a grand reception was tendered the  Chief Executive.",POSITIVE,0.991,Harrison
"The Committee of Reception, representing  the municipality and business interests, comprised the  following prominent citizens, who escorted the President  from Topeka: Mayor Benjamin Holmes, Witten McDonald,  J.",POSITIVE,0.9955,Harrison
"C. James, Joseph Speyer, Judge C.",POSITIVE,0.9821,Harrison
"L. Dobson,  Col. M. J. Payne, W. S. Woods, Hon.",POSITIVE,0.999,Harrison
"E. H. Allen, F. L.  Kaufman, M. E. Lawrence, Joseph Cahn, Col. T. B. Bullene,  Col. E. H. Phelps, Col. J. F. Richards, George R.  Barse, Major William Warner, William Taylor, Col. Louis  Hammerslough, E. C. Sattley, J. H. Fink, Col. W. A. Wilson,  Marshal Tracy, F. B. Nofsinger, Collector Devol, Surveyor  Guffin, Dr. F. W. Schulte, W. T. Urie, G. S. Hampton,  J.",POSITIVE,0.9974,Harrison
"H. Smith, M. D. Henderson, H. J. Rosecrans, R. M.  Easley, H. C. Fike, B. S. Flersheim, Wm.",POSITIVE,0.9985,Harrison
"Barton, H. J.  Long, E. M. Clendening, T. James, James M. Coburn, L.  E. Irwin, C. L. Valandingham, G. W. Hollinger, E. E.  Richardson, E. M. Wilcox, J. M. Cooper, W. H. Bundage,  M.",POSITIVE,0.9983,Harrison
"H. Dickerson, C. A. Brockett, S. A. Pierce, J. H. Neff,  S.",POSITIVE,0.9948,Harrison
"R. Hudson, A. H. Moffitt, S. B. Stokely, P. L. Whipple,[266]J.",POSITIVE,0.9907,Harrison
"W. Merrill, D. G. Saunders, F. W. Hatch, G. Bernheimer,  B.",POSITIVE,0.9985,Harrison
"C. Burgess, S. T. Smith, and J. L. Walker.",POSITIVE,0.9955,Harrison
"An enormous crowd greeted the President as he was  driven to the Coates House, where the distinguished party  were entertained at dinner by Mayor Holmes, ex-Governor  Crittenden, Mayor W.",POSITIVE,0.9898,Harrison
"A. Coy, of Kansas City, Kan.; Gov.",NEGATIVE,0.7922,Harrison
"A. J. Smith, of the Soldiers' Home at Leavenworth; Hon.",POSITIVE,0.9987,Harrison
John Scott Harrison—the President's brother—and other  leading citizens.,POSITIVE,0.9968,Harrison
"In response to a toast to the President's health, General  Harrison said: Gentlemen—I am sorry to cause even this temporary interruption  by leaving the banquet, but I am sure you will all appreciate the  desire I have to spend a few minutes under my brother's roof in  your city, and will therefore excuse me.",NEGATIVE,0.7212,Harrison
"Let me say that I very  much appreciate the friendly and hospitable spirit of the business  men of Kansas City, to whom I am indebted for this banquet and  reception.",POSITIVE,0.9863,Harrison
"It has never been my pleasure before to visit your city,  but it has been well advertised, and I have heard of it frequently.",POSITIVE,0.9947,Harrison
[Laughter and applause.],POSITIVE,0.9993,Harrison
"So far as I could tell by the dim light  of the evening in riding through the city, it realizes fully my  expectations in growth and prosperity.",POSITIVE,0.9985,Harrison
[Applause.],POSITIVE,0.9982,Harrison
"Let me say,  in conclusion, that I hope all your dreams for Kansas City may be  realized.",POSITIVE,0.9447,Harrison
[Great applause.],POSITIVE,0.998,Harrison
"After passing the evening at his brother's residence, at  8P.M.the President was escorted by 300 members of the  Third Regiment and a cavalry guard, commanded by Col.  Milton Moore, to the Chamber of Commerce, where an  informal reception was held.",POSITIVE,0.9521,Harrison
"Major William Warner introduced the President, who  said: My Fellow citizens—I will not attempt to say more than that I  am very grateful to you for your kindness, for this cordial, genuine  Kansas City welcome.",POSITIVE,0.9676,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"The arrangements which have  been made, and which are intended to give me an opportunity to  meet some of you personally, and the early hour at which we are  to take the train for St. Louis, make it inappropriate that I should  attempt to speak at any length.",NEGATIVE,0.9995,Harrison
"I thank you again for your kind[267]ness,  and will now submit myself to such arrangements as the  committee have made to spend the little time I have to spend with  you.",POSITIVE,0.9296,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
ThePresident arrived in St. Louis at 9:30 in the morning  and received a royal welcome.,POSITIVE,0.9969,Harrison
"As he drove through  the city amid the roar of cannon, it is estimated that fully  200,000 people greeted him, and his journey partook of a  triumph.",POSITIVE,0.9992,Harrison
The committee of escort that met the President  at Kansas City consisted of ex-Gov.,POSITIVE,0.8569,Harrison
"E. O. Stanard, Col. S.  W. Fordyce, Hon.",POSITIVE,0.9986,Harrison
"R. C. Kerens, and Marcus Bernheimer.",POSITIVE,0.9937,Harrison
"The guard of honor was a detail from the Grand Army,  commanded by Major Leo Rassieur.",POSITIVE,0.9968,Harrison
"The President was met on arrival by the following distinguished  Committee of Reception: His Honor, Mayor  Noonan, D. M. Houser, Geo.",POSITIVE,0.9952,Harrison
"D. Reynolds, R. M. Scruggs,  Nelson Cole, Col. James G. Butler, Col. J. O. Churchill,  Daniel Catlin, Wm.",POSITIVE,0.9989,Harrison
"M. Senter, John Orrick, John S.  Moffett, S. Newman, D. P. Rowland, John J. Daly, A. B.  Ewing, Miles Sells, John Dillon, Professor Waterhouse,  Frank Buchanan, John B. Harlow, Marquand Foster,  Philip Brockman, Wm.",POSITIVE,0.9983,Harrison
"Grassmuck, Chas.",NEGATIVE,0.9979,Harrison
"Scudder, John  J.",POSITIVE,0.9883,Harrison
"O'Brien, T. J. Cummings, John H. Terry, J. S. Finkenbauer,  C.",POSITIVE,0.9982,Harrison
"J. Hanabrinck, L. Bohle, O. M. Dean, John M.  Sellers, James Green, Dr. Thomas O'Reilly, Samuel Kennard,  O.",POSITIVE,0.9944,Harrison
"M. Haye, John A. Scudder, H. L. Morrill, S. H.  H. Clark, John Scullen, C. C. Maffitt, Joseph Franklin,  Hon.",POSITIVE,0.9989,Harrison
"F. G. Niedringhaus, Hon.",POSITIVE,0.9963,Harrison
"Nathan Frank, W. M.  Kinsey, E. S. Rowse, Geo.",POSITIVE,0.9955,Harrison
"D. Barnard, J. L. Boland, D.  H. King, C. P. Walbridge, B. F. Harnett, Geo.",POSITIVE,0.9939,Harrison
"Taylor, R.  P. Tansey, A. S. White, F. A. Wann, M. M. Bodenheimer,  W.",POSITIVE,0.9976,Harrison
"A. Hargadine, George A. Baker, John N. Booth, Geo.",POSITIVE,0.9925,Harrison
"W. Parker, J. D. Thompson, George A. Medill, E. C. Simmons,  Edwin C. Kehr, G. A. Finkelnburg, Marcus Bernheimer,  L. Beavis, Charles F. Joy, Henry Hitchcock,[268]Wm.",POSITIVE,0.9982,Harrison
"H. Thompson, W. F. Niedringhaus, Charles Espenschied,  A.",POSITIVE,0.996,Harrison
"B. Goodbaugh, Jonathan Rice, Jacob Meyer,  Goodman King, D. C. Nugent, John Davis, J. D. Bascom,  R.",POSITIVE,0.9955,Harrison
"W. Shapleigh, Edgar D. Tilton, John C. Wilkinson, D.  D. Walker, Frederick Vaughn, E. F. Williams, J. H.  Wear, C. D. Comfort, C. C. Rainwater, F. W. Humphrey,  Michael McGinnis, John Wahl, W. L. Hughes, and  Thomas H. West.",POSITIVE,0.9987,Harrison
After reviewing the parade from the balcony of the  Southern Hotel the President and Secretary Tracy visited  the Merchants' Exchange and were tendered a reception  by the business men of the city.,POSITIVE,0.9751,Harrison
"Mr. Marcus Bernheimer,  President of the Exchange, occupied the presiding chair  and introduced Gov.",POSITIVE,0.9739,Harrison
"D. R. Francis, who, in an eloquent  address, welcomed the President in the name of the people  of Missouri.",POSITIVE,0.9843,Harrison
The Governor was followed by Hon.,POSITIVE,0.9779,Harrison
"Edward  A. Noonan, Mayor of St. Louis, who extended a ""sincere  and hearty greeting,"" on behalf of the residents of the  city.",POSITIVE,0.9876,Harrison
Hon.,POSITIVE,0.9954,Harrison
"Charles Parsons then introduced the President,  who addressed the assemblage as follows: Governor Francis, Mr. Mayor, and Fellow-citizens—It is very  grateful and very healthful to be so cordially received by you this  morning.",POSITIVE,0.9902,Harrison
